"artist","album","release_date","tracks","album_type","markets"
"Small Town Crisis","Darkheart","2015-12-26",5,"single",65
"Supa Bwe","Dead Again 3","2016-12-02",16,"album",65
"Zoey Dollaz","Port-Au-Prince","2016-07-05",16,"album",65
"DJ Twin","Day 1 EP","2008-07-22",5,"single",65
"Nawal","Nawal 2016, Vol. 1 & 2","2016-07-05",20,"album",65
"Slim Thug","Thug Thursday 3","2016-07-07",21,"album",65
"Migos","3 Way EP","2017-06-29",5,"single",65
"Tommy Swisher","The Other Side of the Moon","2016-07-12",14,"album",65
"Anderson / Stolt","Invention of Knowledge","2016-06-24",9,"album",65
"Aphex Twin","Cheetah EP","2016-07-08",7,"single",65
"Bernz (of MAYDAY!)","See You On the Other Side","2005-12-06",14,"album",65
"Biffy Clyro","Ellipsis","2016-01-13",13,"album",65
"Blittz & Big Tobz","Case Closed","2018-08-10",11,"album",65
"Boys Night Out","Black Dogs","2016-07-08",6,"single",65
"Big Business","Command Your Weather","2016-07-08",9,"album",65
"Bricc Baby","Nasty Dealer 2","2016-07-08",13,"album",65
"Buck Johnson","Enjoying the Ride","2010-01-01",7,"album",65
"Centinex","Doomsday Rituals","2016-07-08",10,"album",65
"Chevelle","The North Corridor","2016-07-08",10,"album",65
"Cane Hill","Smile","2017-12-22",9,"single",65
"Charlotte Cardin","Big Boy EP","2015-01-13",3,"single",65
"Chassol","Ultrascores II","2016-07-15",13,"album",65
"Clams Casino","32 Levels","2016-07-15",24,"album",65
"Confederate Railroad","Lucky to Be Alive","2016-07-15",12,"album",65
"David Nail","Fighter","2016-07-15",11,"album",65
"Delirious?","Ultimate Collection","2011-04-29",29,"compilation",65
"Dirty Heads","Dirty Heads","2016-07-15",11,"album",65
"Dreezy"," No Hard Feelings","2016-07-22",19,"album",65
"Edward Scissortongue & Lamplighter","Tell Them It's Winter","2016-07-15",10,"album",65
"Emma Louise","Supercry","2016-07-15",12,"album",65
"Fea","Fea","2018-08-13",1,"single",65
"Flowdan","Disaster Piece","2016-07-15",12,"album",65
"Good Charlotte","Youth Authority","2016-07-15",12,"album",65
"Guttermouth","Got It Made","2003-01-01",13,"album",65
"Hackney Colliery Band","Sharpener","2016-07-15",12,"album",65
"Heliotropes","Over There That Way","2016-07-15",10,"album",65
"Hezekiah Walker","Azusa the Next Generation 2","2016-07-22",10,"album",65
"Hillsong UNITED","Of Dirt and Grace (Live from the Land)","2016-07-15",15,"album",65
"Jack Palmer & Amanda Palmer","You Got Me Singing","2016-07-15",12,"album",65
"Jeff Beck","Loud Hailer","2016-07-15",11,"album",65
"Juliet Simms","From the Grave","2016-07-15",8,"album",65
"Kembe X","Talk Back","2014-09-10",1,"single",65
"KIDZ BOP Kids","Kidz Bop 32","2016-01-01",15,"album",65
"Ledinsky","High Society EP","2016-07-15",5,"single",65
"Lou Rhodes","Theyesandeye","2016-07-22",11,"album",65
"Lucy Woodward","Til They Bang on the Door","2016-07-15",14,"album",65
"Michael Kiwanuka","Love & Hate","2018-08-24",26,"album",65
"MandoPony","The World Needs Heroes, Vol. 1","2016-07-15",10,"album",65
"NEEDTOBREATHE","H A R D L O V E","2016-07-15",12,"album",65
"Nonkeen","Oddments of the Gamble","2016-07-15",13,"album",65
"Olivia Holt","Olivia EP","2018-08-31",10,"single",65
"ORBS","Past Life Regression","2018-06-08",12,"album",65
"Parkway Drive","Ire (Deluxe Edition)","2016-07-15",14,"album",65
"PJ"," Rare","2013-10-04",10,"album",65
"Reboot","Alive","2018-02-09",1,"single",65
"Salt Ashes","Salt Ashes","2015-08-28",1,"single",65
"Samm Henshaw","The Sound Experiment 2","2016-07-15",7,"single",65
"Save The Lost Boys","Temptress","2017-03-10",1,"single",65
"Scour","Scour","2016-07-15",6,"single",65
"Shy Glizzy","Young Jefe 2","2016-07-15",12,"album",65
"Skinny","1999 Parachutes","2016-07-15",10,"album",65
"Steve Cole","Turn It Up","2014-01-01",10,"album",65
"Steven Tyler","We're All Somebody From Somewhere","2016-07-15",15,"album",65
"Technimatic","Better Perspective","2016-07-15",18,"album",65
"The Temperance Movement","White Bear","2016-07-15",12,"album",65
"Theodore Shapiro","Ghostbusters (Original Motion Picture Score)","2016-07-08",21,"album",65
"Tom Misch","Reverie","2016-07-15",4,"single",65
"Trade Wind","You Make Everything Disappear","2016-07-15",8,"album",65
"The Earls of Leicester","Rattle & Roar","2018-07-27",10,"album",65
"Various Artists","Ghostbusters: Original Motion Picture Soundtrack","2016-06-24",1,"single",65
"Various Artists","Reggae Gold 2016","2016-07-22",19,"compilation",65
"Warm Brew","Diagnosis","2016-07-15",6,"single",65
"We the Ghost","A Stereophonic Listening Experience","2016-07-22",13,"album",65
"Z-Ro","Drankin' & Drivin'","2016-07-15",13,"album",65
"Willy J Peso","Indica","2017-12-29",8,"album",65
"Joy","Of Nothing EP","2005-05-31",5,"single",65
"BLAJK","Limited EP","2006-01-01",5,"single",65
"In Search of Symmetry","Unbreakable","2016-01-29",16,"album",65
"Jeremih","Late Nights: Europe","2016-08-24",14,"album",65
"Lil Yachty","Summer Songs 2","2016-07-29",14,"album",65
"Big Smo","We the People","2005-01-01",13,"album",65
"Laura Misch","Shaped by Who We Knew","2016-07-22",5,"single",65
"Sophie Hutchings","Wide Asleep","2016-07-22",6,"album",65
"The Amazing","Ambulance","2003-01-01",12,"album",65
"Zaytoven","Where Would the Game Be Without Me","2017-08-30",7,"compilation",65
"ATTLAS","Bloom EP","2017-10-20",4,"single",65
"Barb Wire Dolls","Desperate","2018-10-05",11,"album",65
"Bear's Den","Red Earth & Pouring Rain","2016-07-22",12,"album",65
"Black Crown Initiate","Selves We Cannot Forgive","2016-07-22",8,"album",65
"Brandon Beal","Truth","2012-09-14",13,"album",65
"Capsize","A Reintroduction: The Essence of All That Surrounds Me","2016-08-05",10,"album",65
"Charlie Hunter","Everybody Has a Plan Until They Get Punched in the Mouth","2016-07-22",10,"album",65
"Crown The Empire","Retrograde","2016-07-22",11,"album",65
"Curren$y","Weed & Instrumentals 2","2018-08-31",6,"single",65
"Dave B","Tomorrow","2018-06-08",14,"album",65
"Despised Icon","Beast","2017-03-10",52,"compilation",65
"Eighty Ninety","Elizabeth EP","2017-11-02",5,"single",65
"Euge Groove","Still Euge","2016-07-22",11,"album",65
"Forevermore","Integral","2010-01-01",206,"album",65
"Gucci Mane"," Everybody Looking","2016-07-22",15,"album",65
"Hammers of Misfortune","Dead Revolution","2013-10-11",6,"single",65
"(Hed P.E.)","Forever!","2016-05-02",23,"album",65
"HONNE","Warm On a Cold Night","2016-01-22",14,"album",65
"JPNSGRLS","Divorce","2014-01-01",11,"album",65
"Keith Sweat","Dress To Impress","2016-07-22",16,"album",65
"Laurence Guy","Bamboo","2018-10-26",1,"single",65
"Leeland","Invisible","1986-06-09",8,"album",65
"Lil Durk","Lil Durk 2X","2016-07-22",13,"album",65
"Michael Giacchino","Star Trek Beyond (Music from the Motion Picture)","2016-01-01",18,"album",65
"MSTRKRFT","Operator","2014-10-06",13,"album",65
"Neon Hitch","Anarchy","2011-12-06",16,"album",65
"Periphery","Periphery III: Select Difficulty","2016-07-22",11,"album",65
"Phonte & Eric Roberson","Tigallerro","2016-07-22",10,"album",65
"Reeko Squeeze","Str8 Authentic","2016-08-10",11,"album",65
"We Banjo 3","String Theory","2016-07-30",12,"album",65
"Noname","Telefone","2016-08-12",10,"album",65
"Mir Fontane","Who's Watching the Kids","2016-08-02",9,"album",65
"Patoranking","God Over Everything","2016-08-01",16,"album",65
"Soulja Boy","Rockstar","2018-10-19",1,"single",65
"Jesse Boykins III","BARTHOLOMEW","2017-12-08",17,"album",65
"M.O","Who Do You Think Of?","2016-08-02",4,"single",65
"Talisk","Abyss","1990-01-01",10,"album",65
"Slim 400","All Blassik","2017-09-01",6,"single",65
"Ablaze My Sorrow","Black","2018-09-14",14,"album",65
"Alteras","Grief","2016-03-11",17,"album",65
"Angie Stone","Covered in Soul","2016-08-05",12,"album",65
"Blackfoot","Southern Native","2016-08-05",10,"album",65
"Blue Pills","Lady In Gold","2016-08-05",10,"album",65
"Blossoms","Blossoms","1999-01-01",14,"album",65
"Boys Forever","Boys Forever","2016-05-02",23,"album",65
"Carnifex","Slow Death","2018-01-31",13,"album",65
"Cheena","Spend the Night With...","2016-08-05",11,"album",65
"Chris Lane","Girl Problems","2016-08-05",12,"album",65
"Cody Johnson","Gotta Be Me","2016-08-05",14,"album",65
"DJ Snake","Encore","2016-08-05",14,"album",65
"Dustin Tebbutt","First Light","2016-08-05",10,"album",65
"Giggs","Landlord","2018-10-05",18,"album",65
"Gypsy & The Cat","Virtual Islands","2016-08-05",10,"album",65
"Haley Bonar","Impossible Dream","2004-04-20",11,"album",65
"Health&Beauty","No Scare","2016-08-05",7,"album",65
"Islander","Power Under Control","2016-08-05",12,"album",65
"Jackyl","ROWYCO","2016-08-05",10,"album",65
"Jekalyn Carr","The Life Project","2016-08-05",12,"album",65
"Jem","Beachwood Canyon","2016-08-05",10,"album",65
"Jeremy & The Harlequins","Into The Night","2018-02-09",13,"album",65
"Jonah Tolchin","Thousand Mile Night","2016-01-15",1,"single",65
"Knox Brown","Searching","2006-10-10",19,"album",65
"Kllo","Well Worn","2016-08-05",5,"album",65
"Kylie Auldist","Family Tree","2018-04-20",13,"album",65
"Moose Blood","Blush","2016-08-05",10,"album",65
"Moosh & Twist","Growing Pains","2018-06-15",1,"single",65
"My Iron Lung","Learn To Leave","2016-08-05",11,"album",65
"Neal McCoy","You Don't Know Me","2016-12-09",1,"single",65
"Necromancing the Stone","Jewel of the Vile","2016-08-05",11,"album",65
"Nels Cline","Lovers","2017-09-08",10,"album",65
"Nick Fradiani","Hurricane ","2009-11-03",12,"album",65
"O.A.R."," XX","2009-08-18",11,"album",65
"O'Connor Band & Mark O'Connor","Coming Home","2015-06-15",10,"album",65
"Racket County, The Lacs & Hard Target","Welcome to Dodge City","2016-08-05",14,"album",65
"Rival Consoles","Night Melody","2016-06-14",14,"album",65
"RIVRS","Falling","2018-09-19",1,"single",65
"Russian Circles","Guidance","2018-08-05",8,"single",65
"Sect","Sect","2018-07-27",10,"album",65
"Sianvar","Stay Lost","2016-04-11",1,"single",65
"Skillet","Unleashed","2016-08-05",12,"album",65
"Slim Thug","Hogg Life, Vol. 4: American King","2016-08-05",15,"album",65
"Storm the Sky","Sin Will Find You","2016-05-08",10,"album",65
"Ta-ku & Wafia","(m)Edian","2016-08-05",5,"single",65
"Tarja","The Shadow Self","2016-08-05",11,"album",65
"The Brave","Epoch","2016-09-30",11,"album",65
"The Cadillac Three","Bury Me in My Boots","2016-01-01",14,"album",65
"The Danger of Falling","Hope/Well","2007-07-24",11,"album",65
"The Dead Daisies","Make Some Noise","2018-08-07",1,"single",65
"Various Artists","NOW That's What I Call Music, Vol. 59","2016-08-05",22,"compilation",65
"Various Artists","Suicide Squad","2016-08-05",14,"compilation",65
"White Boys","Get It Back","2018-04-24",1,"single",65
"Wild Beasts","Boy King","2017-07-28",85,"album",65
"MIK","3HREE","2014-12-09",2,"single",65
"Psycho Les","Dank God Vol. 1","2016-08-09",14,"album",65
"Stanaj","The Preview EP","2013-10-18",5,"single",65
"Barack Obama","2016 Summer Playlist","2016-07-01",40,"compilation",65
"All Tvvins","llVV","2016-08-12",10,"album",65
"Atmosphere","Fishing Blues","2016-08-12",18,"album",65
"Bad Boy Records","20th Anniversary Box Set","2016-07-12",80,"compilation",65
"Beesmunt Soundsystem","Afterglow","1997-10-07",14,"album",65
"Black Tape for a Blue Girl","These Fleeting Moments","2016-08-12",13,"album",65
"Blind Pilot","And Then Like Lions","2016-08-12",10,"album",65
"Borgeous","13","2018-05-18",20,"compilation",65
"Bowling Green","Fabrications","2018-08-08",7,"album",65
"Brendan Canning","Home Wrecking Years","2016-06-24",10,"album",65
"BT Lucci","210 West","2016-08-12",14,"album",65
"Celtic Thunder","Legacy Volume Two ","2010-12-06",18,"album",65
"Citizen Zero","State of Mind","2017-11-24",12,"album",65
"Cody Jinks","I'm Not the Devil","2016-08-12",13,"album",65
"Courtesy Tier","Everyone's Ok","2016-08-12",11,"album",65
"Dan Whitehouse","Ep1","2014-01-01",4,"single",65
"Devil to Pay","A Bend Through Space and Time","2016-08-12",10,"album",65
"Dylan Scott","Dylan Scott","2017-08-04",16,"album",65
"Fred Hersch","Sunday Night at the Vanguard","2016-08-12",10,"album",65
"salute","My Heart","2015-09-21",13,"album",65
"Sam Sparro"," Quantum Physical 3","2016-08-19",5,"single",65
"Skeletonwitch","The Apothic Gloom","2016-08-19",4,"single",65
"Soilwork","Death Resonance","2016-08-19",15,"album",65
"Tall Heights","Neptune","2016-08-19",12,"album",65
"Talos","O Sanctum","2016-08-19",4,"single",65
"TOBACCO","Sweatbox Dynasty","2016-08-19",12,"album",65
"The Color Morale","Desolate Divine","2016-06-24",11,"album",65
"The Minus 5","Of Monkees and Men","2016-08-19",9,"album",65
"The Stray Birds","Magic Fire","2016-11-17",9,"album",65
"Thom Sonny Green","High Anxiety","2016-08-19",21,"album",65
"Tory Lanez","I Told You","2016-08-19",28,"album",65
"Trapt","DNA","2013-05-28",16,"album",65
"Watsky","x Infinity","2016-08-19",18,"album",65
"Will Calhoun","Celebrating Elvin Jones","2016-08-19",8,"album",65
"Frank Ocean","Blonde","2016-08-20",17,"album",65
"Andrea Russett","Mind Medicine","2016-08-26",12,"album",65
"Ashleigh Smith","Sunkissed","2018-04-05",1,"single",65
"Banks & Steelz","Anything But Words","2016-08-26",12,"album",65
"Barbra Streisand","Encore: Movie Partners Sing Broadway","2016-08-26",10,"album",65
"Big Gigantic","Brighter Future","2016-08-26",13,"album",65
"Britney Spears","Glory","2017-11-24",25,"album",65
"Brother Moses","Legends EP","2014-10-14",4,"single",65
"Butch Walker","Stay Gold","2014-06-06",10,"album",65
"Carly Rae Jepsen","EMOTION SIDE B","2016-07-15",8,"single",65
"Cass McCombs","Mangy Love","2016-08-26",12,"album",65
"Cassius","Ibifornia","2016-08-26",13,"album",65
"Céline Dion","Encore un soir","2016-08-26",12,"album",65
"Chip","Power Up","2016-04-30",18,"album",65
"CNCO","Primera Cita","2016-08-26",14,"album",65
"Controlled Bleeding","Larva Lumps and Baby Bumps","2016-08-26",5,"album",65
"De La Soul","and the Anonymous Nobody...","2016-08-26",17,"album",65
"Dead Gaze","Easy Travels","2016-08-26",11,"album",65
"Delain","Moonbathers","2016-08-26",17,"album",65
"Derrick Hodge","The Second","1968-10-01",12,"album",65
"DGM","The Passage","2018-05-18",10,"album",65
"DREAMERS","This Album Does Not Exist","2016-08-26",12,"album",65
"Dub FX","Thinking Clear","2016-08-26",11,"album",65
"El Gran Combo de Puerto Rico","Alunizando","2016-08-26",9,"album",65
"Florida Georgia Line","Dig Your Roots","2016-08-26",15,"album",65
"FUTURISTIC","As Seen on the Internet","2016-08-26",14,"album",65
"Gaither Vocal Band","Better Together","2015-04-28",1,"single",65
"Glass Animals","How to Be a Human Being","2016-08-26",11,"album",65
"Goodbye June","Danger In The Morning","2017-05-04",1,"single",65
"Gringo Star","The Sides and in Between","2016-08-26",10,"album",65
"Hoops","Hoops EP","2016-08-26",5,"single",65
"Ingrid Michaelson","It Doesn't Have to Make Sense","2016-08-26",10,"album",65
"Innanet James","Quebec Place","2016-08-26",10,"album",65
"Inquisition","Bloodshed Across the Empyrean Altar Beyond the Celestial Zenith","2016-08-26",13,"album",65
"Jack Ingram","Midnight Motel","2017-11-10",13,"album",65
"Just A Gent","Stories To Tell","2016-08-26",8,"album",65
"Joanna Connor","Six String Stories","2016-08-26",10,"album",65
"Joseph","I'm Alone, No You're Not","2016-08-26",11,"album",65
"King Company","One for the Road","2013-12-09",2,"single",65
"Magic Trick","Other Man's Blues","2016-08-26",10,"album",65
"Michael Sweet","One Sided War","2016-08-26",12,"album",65
"Morgan Delt","Phase Zero","2016-08-26",10,"album",65
"New Model Army","Winter","2017-12-11",22,"compilation",65
"Prophets of Rage","The Party's Over","2018-10-17",1,"single",65
"River Whyless","We All the Light","2016-08-26",11,"album",65
"Running Wild","Rapid Foray","2016-08-26",11,"album",65
"Sarah Simmons","Freedom","2008-01-01",13,"album",65
"Selah","Greatest Hymns Vol 2","2016-10-21",33,"album",65
"Sodom","Decision Day","2016-08-26",11,"album",65
"SubRosa","For This We Fought the Battle of Ages","2016-08-26",6,"album",65
"Sylar","Help!","2016-02-17",10,"album",65
"The Album Leaf","Between Waves","2016-08-26",17,"album",65
"The Bad Plus","It's Hard","2018-08-03",16,"album",65
"The Fabulous Thunderbirds","Strong Like That","2016-08-26",10,"album",65
"The Hunna","100","2010-02-26",100,"compilation",65
"The Parrots","Los Niños Sin Miedo","2016-08-26",10,"album",65
"The Price Sisters","The Price Sisters","2016-08-26",7,"album",65
"The Veils","Total Depravity","2016-08-26",12,"album",65
"The Wounded Kings","Visions in Bone","2016-08-26",5,"album",65
"Twilight Force","Heroes of Mighty Magic","2016-08-26",12,"album",65
"Todd Smith","There's a Light","2015-09-25",11,"album",65
"Vince Staples – Prima Donna","7/7","1977-09-16",16,"album",65
"Young Dolph","Rich Crack Baby","2016-08-26",13,"album",65
"Young Thug","Jeffery","2016-08-26",10,"album",65
"Zed","Trouble in Eden","2016-08-26",10,"album",65
"Aaron Cartier","The Cartier","2016-09-01",12,"album",65
"A Day to Remember","Bad Vibrations","2016-09-02",13,"album",65
"Anna Netrbko","Verismo","2016-09-02",16,"album",65
"Blue Foundation","Blood Moon","2014-10-14",16,"album",65
"Charles Jenkins","Think About These Things","2016-09-02",10,"album",65
"Chatham County Line","Autumn","2005-01-01",13,"album",65
"Chris Farren","Can't Die","2016-09-02",11,"album",65
"Dodgy","What Are We Fighting For","2017-06-13",1,"single",65
"Dora & Dolly","Family Ties","2009-03-01",9,"compilation",65
"Eluvium","False Readings On","2016-09-02",11,"album",65
"Fabolous","Summertime Shootout 2","2016-09-04",1,"single",65
"Goblin Cock","Necronomidonkeykongimicon","2016-09-02",13,"album",65
"Izzy Bizu","A Moment of Madness","2016-12-09",18,"album",65
"Jack Tempchin","One More Song","2017-04-27",1,"single",65
"James Vincent McMorrow","We Move","2012-06-05",14,"album",65
"Tamela Mann","One Way","2017-02-10",11,"album",65
"Teenage Fanclub","Here","2018-07-13",18,"album",65
"The Afters","Live On Forever","2016-09-09",10,"album",65
"The Dear Hunter","Act V: Hymns with the Devil in Confessional","2016-09-16",15,"album",65
"The Head and the Heart","Signs of Light","2016-09-09",13,"album",65
"The Ramona Flowers","Part Time Spies","2016-09-09",11,"album",65
"The Time Jumpers","Kid Sister","2009-01-01",12,"album",65
"Tim Burgess & Peter Gordon","Same Language, Different Worlds","2016-09-09",9,"album",65
"Tim Easton","American Fork","2016-09-02",8,"album",65
"Twin Atlantic","GLA","2016-09-09",12,"album",65
"Ward Thomas","Cartwheels","2016-09-02",14,"album",65
"What So Not","Divide & Conquer","2017-03-03",16,"album",65
"Whiskey Myers","Mud","2016-09-09",10,"album",65
"Wilco","Schmilco","2016-09-09",12,"album",65
"$uicideboy$","Eternal Grey","2016-09-11",14,"album",65
"Brodinski","The Sour Patch Kid","2017-03-03",12,"album",65
"Aaron Lewis","Sinner","2013-06-14",21,"album",65
"Against Me!","Shape Shift with Me","2016-09-16",12,"album",65
"AlunaGeorge","I Remember","2018-02-08",1,"single",65
"Amanda Shires","My Piece of Land","2016-09-16",10,"album",65
"Bad Suns","Disappear Here","2016-09-16",13,"album",65
"Beware of Darkness","Are You Real?","2016-09-16",12,"album",65
"Bobby Rush","Porcupine Meat","2016-07-29",12,"album",65
"Breathe Carolina","Sleepless EP","2016-09-16",8,"single",65
"Brujeria","Pocho Aztlan","2016-09-16",13,"album",65
"Carrie Newcomer","The Beautiful Not Yet","2016-09-16",12,"album",65
"Casting Crowns","The Very Next Thing","2016-09-30",12,"album",65
"Claire Lynch","North By South","2016-09-16",10,"album",65
"Cymbals Eat Guitars","Pretty Years","2016-09-16",10,"album",65
"Crooked Man","Crooked Man","2018-10-05",1,"single",65
"Cubicolor","Brainsugar","2016-09-16",12,"album",65
"Dawes","We're All Gonna Die","2016-09-16",10,"album",65
"Devon Allman","Ride or Die","2018-03-09",1,"single",65
"Die Antwoord","Mount Ninji and da Nice Time Kid","2016-09-16",16,"album",65
"Edison","Familiar Spirit","2016-09-16",9,"album",65
"Ghost","Popestar","2016-09-15",5,"single",65
"Handsome Ghost","The Brilliant Glow","2016-09-16",6,"single",65
"Heaven Shall Burn","Wanderer","2018-10-05",11,"album",65
"Ian Hunter & The Rant Band","Fingers Crossed","2018-08-24",10,"album",65
"Iron Fire","Among the Dead","2016-10-28",11,"album",65
"Jesse Dayton","The Revealer","2016-09-16",12,"album",65
"Keaton Henson","  Kindly Now","2016-09-16",12,"album",65
"Ken Navarro","Bonfire","2011-01-01",1,"single",65
"Kent Jones","Too Much Too Soon","1974-01-01",10,"album",65
"King 810","La Petite Mort or a Conversation with God","2016-09-16",13,"album",65
"Kishi Bashi","Sonderlust","2016-09-16",10,"album",65
"Knocked Loose","Laugh Tracks","2016-09-16",11,"album",65
"Kool Keith","Feature Magnetic","2016-09-16",14,"album",65
"Lang Lang","New York Rhapsody","2016-09-16",11,"album",65
"LYON","Falling Up","2015-11-13",12,"album",65
"Mac Miller"," The Divine Feminine","2016-09-16",10,"album",65
"Madeleine Peyroux","Secular Hymns","2016-09-16",10,"album",65
"Michael Chiklis","Influence","2018-05-25",12,"album",65
"Moddi","Unsongs","2016-09-16",12,"album",65
"Mykki Blanco"," Mykki","2016-09-16",13,"album",65
"Neil Cowley Trio","Spacebound Apes","2016-09-16",11,"album",65
"Petula Clark","From Now On","2017-12-08",11,"album",65
"Preoccupations","Preoccupations","2016-09-16",9,"album",65
"Pretty Yende","A Journey","2007-01-01",16,"album",65
"REMI"," Divas and Demons","2016-09-16",16,"album",65
"Robert Glasper Experiment","ArtScience","2018-04-13",8,"single",65
"Royal Canoe","Something Got Lost Between Here and the Orbit","2016-09-16",12,"album",65
"Sarah Jackson-Holman","Didn't Go to the Party","2016-09-16",11,"album",65
"Shawn Lidster","Devil & the Angel","2018-09-08",1,"single",65
"Sheevaa","The Five Stages of Grief","2016-09-16",5,"single",65
"Southern Culture On the Skids","The Electric Pinecones","2016-10-28",12,"album",65
"Sumerlands","Sumerlands","2016-09-16",8,"album",65
"TesseracT","Errai","2016-09-16",13,"album",65
"The Coal Porters","No. 6","2012-04-01",11,"album",65
"The Monochrome Set","Cosmonaut","2017-12-18",14,"compilation",65
"Touché Amoré","Stage Four","2016-09-16",12,"album",65
"Trentemøller","Fixion","2016-01-05",10,"album",65
"Usher"," Hard II Love","2016-09-16",15,"album",65
"VOLA","Inmazes","2016-09-16",10,"album",65
"Willie Nelson","For the Good Times: A Tribute to Ray Price","2016-09-16",12,"album",65
"Young Guns","Echoes","2007-09-25",12,"album",65
"Hustle Gang","H.G.O.E. (Hustle Gang Over Errrrythang","2016-10-13",16,"album",65
"INFINITE","Infinite Only","2016-09-19",7,"album",65
"Famous Dex","Dexter the Robot","2016-09-20",14,"album",65
"Sin Fang","Spaceland","2016-09-16",9,"album",65
"Gemini","Wanderlust","2017-02-03",6,"single",65
"Airbourne","Breakin' Outta Hell","2016-09-23",11,"album",65
"Beach Slang","Atom Bomb","1998-07-07",15,"album",65
"Billie Marten","Writing of Blues and Yellows","2016-09-23",18,"album",65
"Billy Bragg & Joe Henry","Shine a Light: Field Recordings from the Great American Railroad","2016-09-23",13,"album",65
"Bradley Walker","Call Me Old-Fashioned","2016-09-23",14,"album",65
"Bruce Springsteen","Chapter and Verse","2016-09-23",18,"album",65
"Budderside","Budderside","2016-09-23",10,"album",65
"Krief","Automanic","2016-09-30",20,"album",65
"Lordi","Monstereophonic (Theaterror vs. Demonarchy)","2016-09-16",14,"album",65
"Machinedrum","Human Energy","2016-09-30",15,"album",65
"Mandolin Orange","Blindfaller","2016-09-30",10,"album",65
"Marillion","F E A R","2017-11-01",12,"album",65
"MC Chris","MC Chris Is Dreaming","2016-09-30",15,"album",65
"Moses Sumney","Lamentations","2016-09-30",5,"single",65
"Mr. Oizo","All Wet","2016-04-02",1,"single",65
"Opeth","Sorceress","2016-09-30",16,"album",65
"Pixies","Head Carrier","2016-09-30",12,"album",65
"Public Access TV","Never Enough","2017-06-02",1,"single",65
"Reed Mathis & Electric Beethoven","Beathoven","2018-10-19",1,"single",65
"Regina Spektor"," Remember Us to Life","2016-09-30",11,"album",65
"Rodg","High On Life","2018-07-29",1,"single",65
"Skálmöld","Vögguvísur Yggdrasils","2016-09-30",17,"album",65
"Skinny Lister","The Devil, the Heart & the Fight","2011-08-09",13,"album",65
"Slaves","Take Control","2011-01-04",9,"single",65
"Suicidal Tendencies","World Gone Mad","2017-11-09",1,"single",65
"Sully Erna","Hometown Life","2016-09-30",10,"album",65
"S U R V I V E","RR7349","2016-09-30",9,"album",65
"Tanya Godsey","Love Lines the Last Horizon","2016-09-30",11,"album",65
"The Agonist","Five","2018-06-15",16,"album",65
"The Beat","Bounce (feat. Ranking Roger)","2016-09-30",11,"album",65
"The Computers","Birth/Death","2013-11-04",10,"album",65
"The Growlers","City Club","2016-09-30",13,"album",65
"The Mowgli's","Where'd Your Weekend Go?","2016-09-30",11,"album",65
"The Wytches","All Your Happy Life","2016-09-30",11,"album",65
"Thomston","Topograph","2016-09-30",13,"album",65
"Tor Miller","American English","2016-09-30",13,"album",65
"Tycho","Epoch","2016-09-30",11,"album",65
"U.G.","Dubs of the Mad Skint and British Pt. 2","2016-09-30",13,"album",65
"Ultimate Painting","Dusk","2017-09-07",1,"single",65
"Vanishing Twin","Choose Your Own Adventure","2016-09-30",9,"album",65
"Van Morrison","Keep Me Singing","2016-09-30",13,"album",65
"Void of Vision","Children of Chrome","2016-09-30",11,"album",65
"Wallis Bird","Home","2018-03-23",12,"album",65
"William Michael Morgan","Vinyl","2016-09-30",11,"album",65
"Winterfylleth","The Dark Hereafter","2016-08-20",5,"album",65
"Yann Tiersen","EUSA","2016-09-30",18,"album",65
"Yello","Toy","1995-01-01",16,"album",65
"Yellowcard","Yellowcard","2003-01-01",13,"album",65
"Alter Bridge","The Last Hero","2016-10-07",14,"album",65
"Archive","The False Foundation","2016-10-07",10,"album",65
"Balance and Composure","Light We Made","2016-10-07",10,"album",65
"Barry Gibb","In the Now","2018-10-05",1,"single",65
"Britt Nicole","Britt Nicole","2016-10-07",14,"album",65
"BROOKZILL!","Throwback to the Future","2016-10-07",12,"album",65
"Candiria","While They Were Sleeping","2016-10-07",12,"album",65
"Colbie Caillat","The Malibu Sessions","2016-10-07",11,"album",65
"Dance Gavin Dance","Mothership","2016-10-07",13,"album",65
"Daya","Sit Still, Look Pretty","2016-10-07",14,"album",65
"Dayshell","Nexus","2013-01-01",14,"album",65
"Electric Six","Fresh Blood For Tired Vampyres","2016-10-07",13,"album",65
"Eric Benét","Eric Benét","1999-02-25",13,"album",65
"Eric Johnson","EJ","2016-10-07",13,"album",65
"Everyone Dies In Utah","Everyone Dies In Utah","2016-10-07",11,"album",65
"Feeder","All Bright Electric","2016-10-07",14,"album",65
"Fit For a King","Deathgrip","2016-10-07",11,"album",65
"Goat","Requiem","2018-02-23",3,"single",65
"Green Day","Revolution Radio","2016-10-07",12,"album",65
"GTA","Good Times Ahead","2016-10-07",10,"album",65
"Heroes in Hiding","Curtains (EP)","2013-02-25",4,"single",65
"Hiss Golden Messenger","Heart Like a Levee","2016-10-07",11,"album",65
"Jamestown Revival","The Education of a Wandering Man","2016-10-07",12,"album",65
"JONES","New Skin","1974-08-11",11,"album",65
"Joyce Manor","Cody","2016-08-05",14,"album",65
"Julia Jacklin","Don't Let the Kids Win","2016-10-07",11,"album",65
"Kate Tempest","Let Them Eat Chaos","2016-10-07",13,"album",65
"Kyng","Breathe In the Water","2016-10-07",14,"album",65
